8.0,8.246211251235321,8.54400374531753,9.433981132056603,10.0,12.041594578792296,12.529964086141668,11.704699910719626,11.180339887498949,11.0,11.045361017187261,11.40175425099138,12.083045973594572,13.601470508735444,15.556349186104045,20.248456731316587,29.154759474226502,57.0701322935211,48.0,24.331050121192877,17.08800749063506,13.416407864998739,10.63014581273465,9.219544457292887,11.661903789690601,17.08800749063506,45.70557952810576,76.0,39.81205847478876,20.615528128088304,14.422205101855956,11.313708498984761,9.433981132056603,8.94427190999916,8.246211251235321,8.06225774829855,8.0	down
8.0,8.246211251235321,8.54400374531753,9.433981132056603,10.0,12.041594578792296,13.892443989449804,13.0,12.165525060596439,12.0,12.041594578792296,12.649110640673518,13.416407864998739,15.0,17.69180601295413,22.47220505424423,32.31098884280702,63.150613615387776,42.0,22.360679774997898,13.92838827718412,11.661903789690601,9.219544457292887,9.219544457292887,11.661903789690601,17.08800749063506,51.78802950489621,75.0,39.81205847478876,20.615528128088304,14.422205101855956,11.313708498984761,9.433981132056603,8.94427190999916,8.246211251235321,8.06225774829855,8.0	down
8.0,8.246211251235321,8.54400374531753,9.433981132056603,10.0,12.041594578792296,14.7648230602334,13.92838827718412,13.341664064126334,13.0,13.152946437965905,13.601470508735444,14.317821063276353,16.401219466856727,19.1049731745428,23.853720883753127,34.539832078341085,69.2314957226839,36.0,18.24828759089466,12.649110640673518,9.433981132056603,7.810249675906654,9.219544457292887,11.661903789690601,17.08800749063506,51.78802950489621,74.0,39.81205847478876,20.615528128088304,14.422205101855956,11.313708498984761,9.433981132056603,8.94427190999916,8.246211251235321,8.06225774829855,8.0	down
8.0,8.246211251235321,8.54400374531753,9.433981132056603,10.0,12.041594578792296,15.264337522473747,14.866068747318506,14.317821063276353,14.0,14.142135623730951,14.560219778561036,15.652475842498529,17.204650534085253,20.518284528683193,26.076809620810597,37.69615364994153,74.33034373659252,30.0,17.26267650163207,10.770329614269007,8.06225774829855,7.810249675906654,9.219544457292887,11.661903789690601,17.08800749063506,51.78802950489621,73.0,39.81205847478876,20.615528128088304,14.422205101855956,11.313708498984761,9.433981132056603,8.94427190999916,8.246211251235321,8.06225774829855,8.0	down
8.0,8.246211251235321,8.54400374531753,9.433981132056603,10.0,12.041594578792296,15.264337522473747,16.15549442140351,15.297058540778355,15.0,15.132745950421556,15.811388300841896,17.0,18.601075237738275,21.93171219946131,28.30194339616981,40.85339643163099,80.4114419718985,24.0,12.165525060596439,8.54400374531753,6.708203932499369,7.810249675906654,9.219544457292887,11.661903789690601,17.08800749063506,51.78802950489621,72.0,39.81205847478876,20.615528128088304,14.422205101855956,11.313708498984761,9.433981132056603,8.94427190999916,8.246211251235321,8.06225774829855,8.0	down
94.0,45.5411901469428,28.792360097775937,23.323807579381203,19.209372712298546,16.401219466856727,17.4928556845359,25.632011235952593,74.14849964766651,80.0,22.561028345356956,11.180339887498949,8.602325267042627,6.4031242374328485,5.830951894845301,5.385164807134504,5.0990195135927845,5.0,5.0,5.0990195135927845,5.385164807134504,5.830951894845301,6.4031242374328485,6.4031242374328485,5.830951894845301,5.385164807134504,5.0990195135927845,5.0990195135927845,5.0,5.0990195135927845,5.385164807134504,5.830951894845301,6.4031242374328485,8.602325267042627,11.180339887498949,22.561028345356956,94.00531899844816	up
94.0,45.5411901469428,28.792360097775937,23.323807579381203,19.209372712298546,16.401219466856727,17.4928556845359,25.632011235952593,74.14849964766651,80.0,22.561028345356956,11.180339887498949,8.602325267042627,6.4031242374328485,5.830951894845301,5.385164807134504,5.0990195135927845,5.0,5.0,5.0990195135927845,5.385164807134504,5.830951894845301,6.4031242374328485,6.4031242374328485,5.830951894845301,5.385164807134504,5.0990195135927845,5.0990195135927845,5.0,5.0990195135927845,5.385164807134504,5.830951894845301,6.4031242374328485,8.602325267042627,11.180339887498949,22.561028345356956,94.00531899844816	up
94.0,45.70557952810576,31.953090617340916,24.186773244895647,19.849433241279208,17.804493814764857,17.4928556845359,25.632011235952593,74.14849964766651,81.0,22.561028345356956,11.180339887498949,8.602325267042627,6.4031242374328485,5.830951894845301,5.385164807134504,5.0990195135927845,5.0,5.0,5.0990195135927845,5.385164807134504,5.830951894845301,5.656854249492381,5.0,4.47213595499958,4.47213595499958,4.123105625617661,4.123105625617661,4.0,4.123105625617661,4.123105625617661,4.47213595499958,5.0,6.4031242374328485,8.94427190999916,17.46424919657298,94.00531899844816	right
4.0,4.0,4.123105625617661,4.123105625617661,4.47213595499958,5.0,6.4031242374328485,8.94427190999916,17.46424919657298,93.0,45.70557952810576,31.953090617340916,23.323807579381203,19.849433241279208,17.804493814764857,16.1245154965971,22.47220505424423,62.96824596572466,81.0,28.635642126552707,14.317821063276353,10.0,7.810249675906654,7.211102550927978,6.324555320336759,6.082762530298219,6.0,6.0,6.082762530298219,6.324555320336759,6.708203932499369,5.656854249492381,5.0,4.47213595499958,4.47213595499958,4.123105625617661,4.123105625617661	right
4.0,4.0,4.123105625617661,4.123105625617661,4.47213595499958,5.0,6.4031242374328485,8.94427190999916,17.46424919657298,92.0,45.70557952810576,31.953090617340916,23.323807579381203,19.849433241279208,17.804493814764857,16.1245154965971,20.248456731316587,51.78802950489621,82.0,34.713109915419565,17.46424919657298,12.206555615733702,9.899494936611665,8.602325267042627,7.615773105863909,7.280109889280518,7.0710678118654755,7.0,7.280109889280518,7.615773105863909,7.211102550927978,5.656854249492381,5.0,4.47213595499958,4.47213595499958,4.123105625617661,4.123105625617661	right
4.0,4.0,4.123105625617661,4.123105625617661,4.47213595499958,5.0,6.4031242374328485,8.94427190999916,17.46424919657298,91.0,45.70557952810576,31.622776601683793,23.323807579381203,19.849433241279208,17.804493814764857,16.1245154965971,17.08800749063506,39.6232255123179,83.0,39.81205847478876,20.615528128088304,14.422205101855956,11.313708498984761,9.433981132056603,8.94427190999916,8.246211251235321,8.06225774829855,8.0,8.246211251235321,8.54400374531753,7.211102550927978,5.656854249492381,5.0,4.47213595499958,4.47213595499958,4.123105625617661,4.123105625617661	right
4.0,4.0,4.123105625617661,4.123105625617661,4.47213595499958,5.0,6.4031242374328485,8.94427190999916,17.46424919657298,90.0,45.70557952810576,30.675723300355934,23.323807579381203,19.849433241279208,17.029386365926403,16.1245154965971,14.866068747318506,28.442925306655784,84.0,45.89117562233506,22.847319317591726,15.811388300841896,12.727922061357855,10.816653826391969,9.848857801796104,9.219544457292887,9.055385138137417,9.0,9.219544457292887,9.486832980505138,7.211102550927978,5.656854249492381,5.0,4.47213595499958,4.47213595499958,4.123105625617661,4.0	down
9.055385138137417,9.219544457292887,9.486832980505138,9.433981132056603,7.0710678118654755,6.4031242374328485,5.830951894845301,5.385164807134504,5.0990195135927845,5.0,5.0,5.0990195135927845,5.385164807134504,5.830951894845301,6.4031242374328485,8.602325267042627,11.180339887498949,22.561028345356956,90.0,41.593268686170845,28.792360097775937,21.95449840010015,18.439088914585774,16.401219466856727,14.7648230602334,13.92838827718412,34.52535300326414,83.0,45.89117562233506,22.847319317591726,15.811388300841896,12.727922061357855,10.816653826391969,9.848857801796104,9.219544457292887,9.055385138137417,9.0	down
9.055385138137417,9.219544457292887,9.486832980505138,10.295630140987,8.48528137423857,7.810249675906654,6.708203932499369,6.324555320336759,6.082762530298219,6.0,6.0,6.082762530298219,6.324555320336759,7.211102550927978,7.810249675906654,10.0,14.317821063276353,28.635642126552707,90.0,39.6232255123179,25.632011235952593,19.72308292331602,17.029386365926403,15.620499351813308,13.416407864998739,13.92838827718412,34.52535300326414,82.0,45.89117562233506,22.847319317591726,15.811388300841896,12.727922061357855,10.816653826391969,9.848857801796104,9.219544457292887,9.055385138137417,9.0	down
9.055385138137417,9.219544457292887,9.486832980505138,10.295630140987,10.63014581273465,9.219544457292887,8.06225774829855,7.615773105863909,7.280109889280518,7.0,7.0710678118654755,7.280109889280518,7.615773105863909,8.602325267042627,9.899494936611665,12.206555615733702,17.46424919657298,34.713109915419565,90.0,35.510561809129406,24.351591323771842,19.235384061671343,14.866068747318506,14.212670403551895,12.529964086141668,13.92838827718412,34.52535300326414,81.0,45.89117562233506,22.847319317591726,15.811388300841896,12.727922061357855,10.816653826391969,9.848857801796104,9.219544457292887,9.055385138137417,9.0	down
9.055385138137417,9.219544457292887,9.486832980505138,10.295630140987,11.40175425099138,10.0,9.433981132056603,8.54400374531753,8.246211251235321,8.0,8.06225774829855,8.246211251235321,8.94427190999916,9.433981132056603,11.313708498984761,14.422205101855956,20.615528128088304,39.81205847478876,90.0,34.52535300326414,22.47220505424423,17.4928556845359,14.212670403551895,12.806248474865697,11.180339887498949,13.92838827718412,34.52535300326414,80.0,45.89117562233506,22.847319317591726,15.811388300841896,12.727922061357855,10.816653826391969,9.848857801796104,9.219544457292887,9.055385138137417,9.0	left
79.0,39.81205847478876,20.615528128088304,14.422205101855956,11.313708498984761,9.433981132056603,8.94427190999916,8.246211251235321,8.06225774829855,8.0,8.246211251235321,8.54400374531753,9.433981132056603,10.0,10.0,9.433981132056603,8.54400374531753,8.246211251235321,8.06225774829855,8.06225774829855,8.246211251235321,8.94427190999916,9.433981132056603,11.313708498984761,14.422205101855956,20.615528128088304,39.81205847478876,91.00549433962765,34.52535300326414,22.47220505424423,17.4928556845359,14.866068747318506,12.806248474865697,11.661903789690601,17.08800749063506,45.70557952810576,79.0	left
78.0,34.713109915419565,17.46424919657298,12.206555615733702,9.899494936611665,8.602325267042627,7.615773105863909,7.280109889280518,7.0710678118654755,7.0,7.280109889280518,7.615773105863909,8.06225774829855,9.219544457292887,10.0,9.433981132056603,8.54400374531753,8.246211251235321,8.06225774829855,8.06225774829855,8.246211251235321,8.94427190999916,9.433981132056603,11.313708498984761,14.422205101855956,20.615528128088304,39.81205847478876,92.00543462209176,34.52535300326414,22.47220505424423,17.4928556845359,14.866068747318506,12.806248474865697,13.892443989449804,20.248456731316587,56.88585061331157,78.0	left
77.0,28.635642126552707,14.317821063276353,10.0,7.810249675906654,7.211102550927978,6.324555320336759,6.082762530298219,6.0,6.0,6.082762530298219,6.324555320336759,6.708203932499369,7.810249675906654,8.48528137423857,9.433981132056603,8.54400374531753,8.246211251235321,8.06225774829855,8.06225774829855,8.246211251235321,8.94427190999916,9.433981132056603,11.313708498984761,14.422205101855956,20.615528128088304,39.81205847478876,93.00537618869137,34.52535300326414,22.47220505424423,17.4928556845359,14.866068747318506,12.806248474865697,15.264337522473747,22.47220505424423,69.05070600652827,77.0	down
6.0,6.082762530298219,6.324555320336759,6.708203932499369,7.810249675906654,8.48528137423857,10.295630140987,9.486832980505138,9.219544457292887,9.0,9.055385138137417,9.219544457292887,9.848857801796104,10.816653826391969,12.727922061357855,15.811388300841896,22.847319317591726,45.89117562233506,62.0,32.38826948140329,21.18962010041709,16.1245154965971,13.45362404707371,12.041594578792296,15.264337522473747,22.47220505424423,69.05070600652827,76.0,28.635642126552707,14.317821063276353,10.0,7.810249675906654,7.211102550927978,6.324555320336759,6.082762530298219,6.0,6.0	down
6.0,6.082762530298219,6.324555320336759,6.708203932499369,7.810249675906654,8.48528137423857,10.816653826391969,10.770329614269007,10.198039027185569,10.0,10.04987562112089,10.44030650891055,11.180339887498949,12.206555615733702,14.142135623730951,18.027756377319946,26.0,51.97114584074513,56.0,28.442925306655784,20.248456731316587,15.264337522473747,12.041594578792296,12.041594578792296,15.264337522473747,22.47220505424423,69.05070600652827,75.0,28.635642126552707,14.317821063276353,10.0,7.810249675906654,7.211102550927978,6.324555320336759,6.082762530298219,6.0,6.0	down
6.0,6.082762530298219,6.324555320336759,6.708203932499369,7.810249675906654,8.48528137423857,10.816653826391969,11.704699910719626,11.180339887498949,11.0,11.045361017187261,11.40175425099138,12.083045973594572,13.601470508735444,15.556349186104045,20.248456731316587,29.154759474226502,57.0701322935211,50.0,26.30589287593181,17.08800749063506,13.892443989449804,10.63014581273465,12.041594578792296,15.264337522473747,22.47220505424423,69.05070600652827,74.0,28.635642126552707,14.317821063276353,10.0,7.810249675906654,7.211102550927978,6.324555320336759,6.082762530298219,6.0,6.0	down
